day,date,time,operator,branch,driver,temperature,bill,pizzas,free_wine,got_wine,discount_customer
Thursday,08-May-14,31.89455201,Laura,West,Mario,68.1203501,29.7,2,0,0,0
Thursday,08-May-14,40.63203531,Melissa,East,Bruno,59.16542083,39,3,1,1,0
Thursday,08-May-14,30.05820631,Melissa,Centre,Bruno,60.86847321,28.9,1,0,0,0
Thursday,08-May-14,35.87723478,Melissa,East,Mario,68.24776004,47.8,2,0,0,0
Thursday,08-May-14,33.26078035,Melissa,Centre,Bruno,51.58552046,43.5,4,0,0,0
Thursday,08-May-14,33.57405975,Laura,West,Mario,49.26208863,68.5,5,0,0,0
Thursday,08-May-14,17.42653389,Melissa,East,Salvatore,65.37330668,23.7,1,0,0,1
Thursday,08-May-14,29.84585296,Melissa,East,Salvatore,59.78480837,31.6,2,0,0,1
Thursday,08-May-14,37.6347319,Laura,West,Bruno,53.39611099,51.3,3,0,0,0
Thursday,08-May-14,45.90442669,Melissa,Centre,Bruno,55.96064052,53.6,4,1,1,1
Thursday,08-May-14,36.73753646,Laura,East,Bruno,59.64457057,37.3,5,0,0,0
Thursday,08-May-14,41.28524386,Laura,East,Bruno,59.6942689,31.7,3,1,1,0
Thursday,08-May-14,31.85386859,Laura,West,Bruno,58.21700492,39.8,5,0,0,0
Thursday,08-May-14,38.83199271,Laura,Centre,Salvatore,57.09445298,41.9,4,0,0,0
Thursday,08-May-14,40.34563035,Laura,West,Mario,60.13216704,37.8,4,1,1,0
Thursday,08-May-14,20.48361256,Melissa,East,Mario,77.4232416,12,1,0,0,0
Thursday,08-May-14,38.71908837,Melissa,Centre,Bruno,66.32864765,51.1,3,0,0,0
Thursday,08-May-14,41.48467949,Laura,Centre,Mario,62.17760024,42.7,3,1,1,0
Thursday,08-May-14,40.92097006,Laura,East,Mario,66.48389454,52.4,4,1,0,0
Thursday,08-May-14,34.48270511,Laura,Centre,Bruno,56.98959284,52.4,1,0,0,0
Thursday,08-May-14,41.23653032,Melissa,West,Salvatore,59.12451729,45.4,3,1,0,0
Thursday,08-May-14,37.86155145,Melissa,East,Mario,64.7707737,52.9,4,0,0,1
Thursday,08-May-14,31.35834212,Melissa,West,Mario,58.45254544,57.5,3,0,0,0
Thursday,08-May-14,44.86033567,Laura,East,Mario,69.55985773,26.2,1,1,1,0
Thursday,08-May-14,21.90443753,Melissa,East,Bruno,67.04306896,21.2,1,0,0,0
Thursday,08-May-14,33.03008732,Laura,East,Bruno,50.3054642,54.9,3,0,0,0
Thursday,08-May-14,41.88613797,Laura,West,Bruno,65.73304997,37.2,2,1,1,1
Thursday,08-May-14,39.45610592,Laura,Centre,Mario,60.75459617,38.4,3,0,0,0
Thursday,08-May-14,30.16748799,Melissa,Centre,Mario,60.72296096,46.3,3,0,0,0
Thursday,08-May-14,36.6778138,Laura,West,Salvatore,56.92880867,60.2,2,0,0,0
Thursday,08-May-14,48.32433572,Laura,Centre,Mario,65.24374321,45.9,3,1,1,0
Thursday,08-May-14,33.86335303,Laura,West,Mario,55.96349505,48.2,4,0,0,0
Thursday,08-May-14,34.94992348,Melissa,West,Bruno,56.89640218,50.3,5,0,0,0
Thursday,08-May-14,37.6274954,Laura,West,Mario,65.79226125,32.1,1,0,0,0
Thursday,08-May-14,36.23729973,Laura,East,Mario,60.37831592,33.9,3,0,0,1
Thursday,08-May-14,38.18985622,Melissa,West,Bruno,60.89112466,33.2,2,0,0,0
Friday,09-May-14,31.49617729,Laura,West,Bruno,64.85106746,61.8,4,0,0,0
Friday,09-May-14,30.71998608,Laura,East,Luigi,66.09790711,42.8,2,0,0,0
Friday,09-May-14,43.46905876,Melissa,Centre,Salvatore,63.52569388,51.1,3,1,1,0
Friday,09-May-14,51.16836629,Laura,West,Luigi,57.8731767,42.3,4,1,1,0
Friday,09-May-14,34.53104043,Laura,East,Mario,69.62859989,31.7,1,0,0,0
Friday,09-May-14,23.83844046,Melissa,Centre,Salvatore,60.56590936,39.5,2,0,0,0
Friday,09-May-14,31.25256387,Laura,Centre,Mario,49.17034028,45.1,4,0,0,0
Friday,09-May-14,30.74793046,Melissa,East,Bruno,69.82085652,48.6,1,0,0,0
Friday,09-May-14,34.97708938,Laura,Centre,Luigi,59.5855851,43.6,3,0,0,0
Friday,09-May-14,36.43658503,Laura,West,Bruno,51.99129883,49.8,3,0,0,0
Friday,09-May-14,33.34208802,Laura,East,Mario,65.38568585,34.1,3,0,0,0
Friday,09-May-14,40.6167051,Laura,Centre,Mario,58.34073262,51.2,4,1,1,0
Friday,09-May-14,39.53953589,Melissa,East,Salvatore,62.91244019,36.3,3,0,0,0
Friday,09-May-14,30.16898912,Laura,East,Mario,55.78487029,41.6,6,0,0,0
Friday,09-May-14,27.60632851,Melissa,Centre,Salvatore,64.90358497,44.5,2,0,0,0
Friday,09-May-14,34.61707129,Melissa,Centre,Luigi,67.07234074,57.1,2,0,0,0
Friday,09-May-14,32.77481453,Laura,Centre,Salvatore,64.05091122,42.9,5,0,0,0
Friday,09-May-14,37.16945925,Laura,Centre,Salvatore,49.27190034,53.5,6,0,0,1
Friday,09-May-14,34.41597201,Melissa,Centre,Luigi,55.53816437,46.6,2,0,0,1
Friday,09-May-14,39.83630677,Melissa,West,Bruno,46.25406328,58.8,6,0,0,0
Friday,09-May-14,30.32991561,Melissa,East,Salvatore,68.93848127,35.2,2,0,0,0
Friday,09-May-14,41.56265755,Laura,East,Salvatore,51.25212926,46.3,5,1,1,0
Friday,09-May-14,26.8246483,Laura,Centre,Salvatore,55.78494881,43,2,0,0,0
Friday,09-May-14,36.35620279,Melissa,West,Luigi,63.43377315,38.6,1,0,0,0
Friday,09-May-14,41.69154243,Melissa,East,Salvatore,62.30638156,24.7,2,1,1,0
Friday,09-May-14,31.37855479,Melissa,Centre,Salvatore,56.39617101,44.3,9,0,0,1
Friday,09-May-14,37.47928114,Melissa,West,Salvatore,54.46130046,40.7,4,0,0,0
Friday,09-May-14,32.46845658,Melissa,West,Mario,62.57082239,51.8,4,0,0,0
Friday,09-May-14,31.17003244,Laura,East,Luigi,69.99491324,39.4,2,0,0,1
Friday,09-May-14,38.00161603,Laura,East,Salvatore,63.28691424,31.2,2,0,0,0
Friday,09-May-14,29.94739685,Melissa,Centre,Bruno,63.97272209,63,3,0,0,1
Friday,09-May-14,26.70594446,Laura,East,Bruno,62.54148437,33.9,2,0,0,0
Friday,09-May-14,32.88968475,Melissa,West,Salvatore,58.09535821,50.5,5,0,0,0
Friday,09-May-14,32.1595853,Melissa,Centre,Mario,59.83699846,29.4,2,0,0,1
Friday,09-May-14,29.56007533,Laura,East,Mario,76.33320641,16.3,2,0,0,0
Friday,09-May-14,39.90799005,Melissa,Centre,Bruno,53.76759614,40.8,3,0,0,0
Friday,09-May-14,29.87152725,Laura,West,Luigi,52.80593552,30,1,0,0,0
Friday,09-May-14,35.00671532,Laura,Centre,Mario,68.536465,48.2,2,0,0,0
Friday,09-May-14,37.50176163,Laura,East,Luigi,59.53972297,53.7,2,0,0,0
Friday,09-May-14,38.77958656,Melissa,Centre,Mario,65.08357915,49.4,4,0,0,0
Friday,09-May-14,28.02543668,Laura,Centre,Mario,62.70102535,47.6,1,0,0,0
Friday,09-May-14,34.49506111,Laura,West,Bruno,63.91706829,38,3,0,0,0
Friday,09-May-14,34.91051127,Melissa,West,Mario,67.67262504,67,3,0,0,0
Friday,09-May-14,26.15605666,Laura,West,Bruno,59.49823521,28.7,3,0,0,0
Friday,09-May-14,40.38318771,Melissa,West,Bruno,63.6346192,46.9,3,1,1,0
Friday,09-May-14,27.18096972,Laura,West,Salvatore,64.70776116,45.1,4,0,0,0
Saturday,10-May-14,26.34262978,Laura,East,Mario,64.25206531,29.8,2,0,0,0
Saturday,10-May-14,35.79329409,Laura,East,Bruno,55.73774052,32,4,0,0,0
Saturday,10-May-14,43.67425,Melissa,West,Mario,58.57842605,58,4,1,1,0
Saturday,10-May-14,47.25934548,Melissa,West,Domenico,52.86829664,37.8,2,1,1,0
Saturday,10-May-14,25.20203691,Laura,East,Salvatore,63.03192417,25,2,0,0,0
Saturday,10-May-14,33.76938295,Melissa,West,Luigi,67.32775032,31.9,5,0,0,1
Saturday,10-May-14,27.44254258,Melissa,West,Bruno,65.04820703,42,3,0,0,0
Saturday,10-May-14,39.90893666,Laura,Centre,Luigi,57.71198868,71.9,2,0,0,0
Saturday,10-May-14,40.22766574,Melissa,West,Mario,58.91232287,44.1,4,1,1,1
Saturday,10-May-14,37.98367229,Melissa,Centre,Mario,57.68965756,48.6,3,0,0,0
Saturday,10-May-14,36.16381086,Melissa,East,Luigi,75.22057044,22.3,2,0,0,0
Saturday,10-May-14,32.154386,Laura,Centre,Salvatore,51.32435858,55,2,0,0,0
Saturday,10-May-14,37.16994295,Melissa,East,Mario,67.49006671,34.6,1,0,0,0
Saturday,10-May-14,39.11398898,Melissa,Centre,Luigi,71.21003602,51.7,1,0,0,0
Saturday,10-May-14,30.76706222,Melissa,East,Bruno,61.97793616,38.3,5,0,0,0
Saturday,10-May-14,45.37306189,Laura,Centre,Mario,56.60261756,44.6,2,1,1,0
Saturday,10-May-14,35.36785251,Laura,Centre,Salvatore,57.59653541,50.4,5,0,0,0
Saturday,10-May-14,32.01579121,Melissa,East,Luigi,64.44348848,40.5,3,0,0,1
Saturday,10-May-14,36.70153226,Laura,Centre,Bruno,67.53091875,48.8,6,0,0,1
Saturday,10-May-14,27.08102918,Laura,East,Mario,67.43916628,23.4,2,0,0,0
Saturday,10-May-14,37.19694823,Laura,Centre,Luigi,63.26799392,40.3,2,0,0,1
Saturday,10-May-14,34.85399966,Melissa,West,Mario,50.98999494,45.1,5,0,0,0
Saturday,10-May-14,48.59682332,Laura,Centre,Salvatore,59.27987005,41.7,4,1,1,0
Saturday,10-May-14,37.13739695,Laura,East,Domenico,67.27660833,29,2,0,0,0
Saturday,10-May-14,30.51319571,Laura,East,Domenico,78.84025203,27.3,1,0,0,0
Saturday,10-May-14,32.28087132,Laura,West,Luigi,67.33153813,38.1,5,0,0,0
Saturday,10-May-14,35.92873473,Melissa,Centre,Bruno,67.51646939,43.1,2,0,0,1
Saturday,10-May-14,27.64751738,Laura,West,Salvatore,57.04335456,26.4,2,0,0,0
Saturday,10-May-14,44.59844227,Laura,Centre,Salvatore,61.26997902,38.7,2,1,1,0
Saturday,10-May-14,43.62627104,Melissa,Centre,Salvatore,58.97793499,52.7,3,1,1,1
Saturday,10-May-14,30.30355854,Melissa,Centre,Domenico,69.52467287,27.3,3,0,0,0
Saturday,10-May-14,33.66291274,Melissa,East,Mario,58.22944947,32.3,2,0,0,0
Saturday,10-May-14,38.07139412,Laura,Centre,Salvatore,55.33146168,43.7,4,0,0,0
Saturday,10-May-14,31.44660634,Laura,West,Mario,60.00181814,47.8,4,0,0,0
Saturday,10-May-14,47.68747653,Melissa,West,Salvatore,57.72974568,55,3,1,1,1
Saturday,10-May-14,48.70491327,Laura,West,Bruno,63.33571096,41.4,5,1,1,0
Saturday,10-May-14,43.6001063,Melissa,West,Mario,66.89594598,61,4,1,1,1
Saturday,10-May-14,34.62370013,Laura,Centre,Salvatore,52.95274221,33,3,0,0,1
Saturday,10-May-14,42.52335095,Laura,Centre,Salvatore,65.02811118,52.8,3,1,1,1
Saturday,10-May-14,36.29625065,Melissa,Centre,Mario,61.64923115,60.2,5,0,0,0
Saturday,10-May-14,30.82959928,Melissa,Centre,Luigi,49.84544302,31.7,2,0,0,0
Saturday,10-May-14,30.34471558,Laura,East,Luigi,52.7272392,38.9,2,0,0,0
Saturday,10-May-14,37.02890952,Melissa,West,Mario,66.84716495,44,3,0,0,0
Saturday,10-May-14,37.60050753,Melissa,Centre,Mario,62.97488775,45,3,0,0,0
Saturday,10-May-14,39.38170439,Laura,Centre,Mario,59.36719843,74,5,0,0,0
Sunday,11-May-14,28.27419352,Laura,West,Domenico,67.53721796,31.9,3,0,0,0
Sunday,11-May-14,40.81993993,Laura,West,Salvatore,56.29296848,37.9,3,1,1,0
Sunday,11-May-14,38.28683465,Laura,Centre,Mario,52.1217462,39.7,3,0,0,0
Sunday,11-May-14,24.68953695,Melissa,East,Domenico,74.3853581,30.1,1,0,0,0
Sunday,11-May-14,32.11852877,Melissa,West,Mario,58.24042004,40.9,6,0,0,1
Sunday,11-May-14,33.53679706,Laura,Centre,Mario,60.10719628,61.5,2,0,0,0
Sunday,11-May-14,22.34342501,Melissa,East,Domenico,75.49844363,47.3,5,0,0,0
Sunday,11-May-14,39.83328328,Melissa,West,Mario,59.26463377,57.1,4,0,0,0
Sunday,11-May-14,33.70779807,Laura,Centre,Bruno,51.97368823,53.2,3,0,0,1
Sunday,11-May-14,35.08070515,Laura,West,Salvatore,62.82310474,34.2,5,0,0,0
Sunday,11-May-14,39.64922925,Laura,Centre,Domenico,66.83705004,42.3,2,0,0,1
Sunday,11-May-14,38.35282379,Laura,East,Bruno,60.32243325,52.6,2,0,0,0
Sunday,11-May-14,36.21004205,Laura,West,Bruno,62.67410294,48.8,5,0,0,0
Sunday,11-May-14,30.25335835,Melissa,Centre,Mario,71.73014539,45.3,2,0,0,0
Sunday,11-May-14,36.12026088,Laura,Centre,Salvatore,62.78634099,58.3,5,0,0,0
Sunday,11-May-14,24.83362228,Laura,East,Domenico,71.51326846,33.6,1,0,0,1
Sunday,11-May-14,28.05379023,Melissa,East,Domenico,57.95527809,38.1,3,0,0,1
Sunday,11-May-14,24.6137238,Melissa,East,Domenico,62.91997836,41.6,3,0,0,1
Sunday,11-May-14,31.49773167,Laura,Centre,Luigi,68.12775538,37.1,3,0,0,0
Sunday,11-May-14,38.69756784,Laura,East,Bruno,47.72254099,52.4,3,0,0,0
Sunday,11-May-14,28.81805074,Laura,East,Luigi,63.00484944,46,3,0,0,0
Sunday,11-May-14,40.38526801,Melissa,East,Bruno,68.6321777,52.4,3,1,1,0
Sunday,11-May-14,45.41576358,Laura,Centre,Salvatore,52.10413729,61.4,5,1,1,0
Sunday,11-May-14,28.03295702,Melissa,Centre,Mario,67.98660853,39.8,4,0,0,0
Sunday,11-May-14,40.36928396,Melissa,West,Mario,62.57900302,56.9,3,1,1,0
Sunday,11-May-14,41.93493995,Laura,East,Mario,61.92329081,48.3,3,1,0,0
Sunday,11-May-14,41.24275241,Melissa,West,Luigi,72.45821881,33.9,2,1,0,0
Sunday,11-May-14,29.57782261,Melissa,East,Luigi,71.38363465,30.4,2,0,0,0
Sunday,11-May-14,32.31576203,Melissa,East,Mario,68.84850465,43.7,1,0,0,0
Sunday,11-May-14,43.73515232,Melissa,West,Salvatore,51.26228974,57.8,3,1,1,0
Sunday,11-May-14,34.99706625,Melissa,Centre,Salvatore,59.38715142,47.5,3,0,0,0
Sunday,11-May-14,37.0515128,Laura,West,Bruno,61.47973478,67.1,4,0,0,0
Sunday,11-May-14,31.91113969,Melissa,West,Domenico,67.01930405,28.1,1,0,0,1
Sunday,11-May-14,35.6606207,Laura,West,Luigi,65.15648607,48.6,2,0,0,0
Sunday,11-May-14,26.93866033,Laura,East,Luigi,66.00826549,34.9,2,0,0,0
Sunday,11-May-14,33.48913434,Laura,West,Salvatore,56.93037982,27.5,2,0,0,1
Sunday,11-May-14,39.28342179,Laura,East,Mario,65.14519619,41.7,2,0,0,0
Sunday,11-May-14,32.13856952,Laura,East,Luigi,70.31856771,29.9,1,0,0,1
Sunday,11-May-14,33.4546588,Laura,East,Domenico,57.58025998,35.5,1,0,0,0
Sunday,11-May-14,28.55909018,Laura,East,Luigi,74.1216972,24.7,3,0,0,0
Sunday,11-May-14,24.71355575,Laura,East,Domenico,77.25365707,27.9,3,0,0,1
Sunday,11-May-14,40.68206619,Laura,Centre,Salvatore,52.75006385,54.2,3,1,1,1
Monday,12-May-14,35.93080522,Laura,West,Salvatore,61.9412182,55.9,3,0,0,0
Monday,12-May-14,40.4980612,Laura,Centre,Bruno,64.83571298,38.4,3,1,0,0
Monday,12-May-14,34.03569564,Laura,West,Bruno,63.59746544,51.4,3,0,0,1
Monday,12-May-14,38.82523077,Laura,Centre,Bruno,57.37437523,54.6,3,0,0,1
Monday,12-May-14,25.92502886,Laura,East,Salvatore,71.86992642,47,2,0,0,0
Monday,12-May-14,30.47163834,Laura,East,Bruno,69.42901384,29.5,2,0,0,0
Monday,12-May-14,35.30615302,Laura,West,Bruno,64.71327145,45.5,2,0,0,0
Monday,12-May-14,29.69844715,Laura,Centre,Salvatore,59.84541511,48.3,6,0,0,0
Monday,12-May-14,39.73837294,Laura,Centre,Salvatore,68.37315798,39.4,6,0,0,0
Monday,12-May-14,28.11912238,Laura,East,Salvatore,72.4743433,29.5,1,0,0,0
Monday,12-May-14,30.1584184,Laura,Centre,Salvatore,58.0470942,36.4,3,0,0,1
Monday,12-May-14,29.55405806,Laura,West,Salvatore,55.15053701,39,2,0,0,0
Monday,12-May-14,34.4659962,Laura,West,Salvatore,60.66324794,40.3,4,0,0,0
Monday,12-May-14,35.42071138,Laura,West,Salvatore,65.68674038,46.9,5,0,0,0
Monday,12-May-14,32.40627064,Laura,West,Bruno,66.09112496,40.9,1,0,0,0
Monday,12-May-14,31.48357812,Laura,West,Bruno,53.74813291,40.2,1,0,0,1
Monday,12-May-14,22.07007438,Laura,East,Salvatore,59.09645444,25.5,1,0,0,0
Monday,12-May-14,16.89208218,Laura,East,Salvatore,69.50100594,18.6,1,0,0,0
Monday,12-May-14,41.18069511,Laura,Centre,Salvatore,56.33640639,53.4,4,1,1,0
Monday,12-May-14,29.06488123,Laura,Centre,Bruno,60.57341495,35.5,4,0,0,0
Monday,12-May-14,30.29990192,Laura,West,Salvatore,61.35909816,36.3,2,0,0,0
Monday,12-May-14,29.15066409,Laura,Centre,Salvatore,62.77614199,31.1,2,0,0,0
Monday,12-May-14,23.97243724,Laura,East,Salvatore,77.69649721,26.7,1,0,0,0
Monday,12-May-14,36.55785012,Laura,Centre,Salvatore,51.72840769,38.9,4,0,0,0
Monday,12-May-14,37.5639236,Laura,East,Salvatore,52.73873257,56.3,3,0,0,0
Monday,12-May-14,38.37254723,Laura,Centre,Bruno,52.96865446,44,4,0,0,0
Monday,12-May-14,31.90788368,Laura,East,Salvatore,75.463734,17.2,1,0,0,0
Monday,12-May-14,41.59326657,Laura,Centre,Salvatore,63.97402101,62.7,5,1,1,1
Monday,12-May-14,31.1429149,Laura,Centre,Salvatore,70.64655586,43,4,0,0,0
Monday,12-May-14,37.43087738,Laura,East,Salvatore,63.92595715,56,3,0,0,0
Monday,12-May-14,31.55358015,Laura,East,Bruno,54.6519642,37.6,4,0,0,0
Monday,12-May-14,29.34249969,Laura,West,Salvatore,68.44697549,50.2,2,0,0,0
Monday,12-May-14,30.27575333,Laura,Centre,Salvatore,64.54552574,47.4,2,0,0,0
Monday,12-May-14,41.9211162,Laura,Centre,Bruno,55.66298697,59.4,3,1,0,0
Monday,12-May-14,34.24890147,Laura,West,Salvatore,58.71133949,50.8,6,0,0,0
Monday,12-May-14,32.26105077,Laura,West,Bruno,62.24489079,49,3,0,0,1
Tuesday,13-May-14,32.46610352,Melissa,Centre,Bruno,56.07323465,54.9,3,0,0,0
Tuesday,13-May-14,33.71643028,Melissa,East,Mario,69.4447891,32.3,3,0,0,0
Tuesday,13-May-14,38.12345945,Melissa,West,Mario,63.47130261,40.5,3,0,0,0
Tuesday,13-May-14,23.72918165,Melissa,East,Bruno,69.13723377,21.1,1,0,0,0
Tuesday,13-May-14,37.17929942,Melissa,Centre,Mario,48.85232082,38.6,5,0,0,1
Tuesday,13-May-14,38.78846735,Melissa,Centre,Bruno,57.72940507,59.7,4,0,0,0
Tuesday,13-May-14,37.57389128,Melissa,West,Mario,67.51604655,57,3,0,0,1
Tuesday,13-May-14,42.94709125,Melissa,Centre,Mario,63.37771612,49.8,4,1,1,1
Tuesday,13-May-14,18.88366574,Melissa,East,Bruno,80.3275748,21.1,4,0,0,0
Tuesday,13-May-14,28.54672106,Melissa,Centre,Bruno,64.10962486,36.2,2,0,0,0
Tuesday,13-May-14,37.62791245,Melissa,East,Mario,65.18833487,33.8,2,0,0,0
Tuesday,13-May-14,46.81401892,Melissa,Centre,Mario,68.02945131,66.5,4,1,1,1
Tuesday,13-May-14,34.23278595,Melissa,Centre,Mario,50.40328124,51.1,2,0,0,0
Tuesday,13-May-14,31.03487252,Melissa,East,Mario,61.5673508,44.9,6,0,0,1
Tuesday,13-May-14,37.21927666,Melissa,West,Bruno,66.6407155,37.1,2,0,0,0
Tuesday,13-May-14,36.82862097,Melissa,West,Bruno,59.77456328,42.7,4,0,0,0
Tuesday,13-May-14,34.25623705,Melissa,East,Bruno,53.01629012,58.2,1,0,0,0
Tuesday,13-May-14,25.54112412,Melissa,East,Bruno,70.4740299,26.3,1,0,0,0
Tuesday,13-May-14,42.04359091,Melissa,West,Bruno,66.49721933,38.9,3,1,1,0
Tuesday,13-May-14,12.26602821,Melissa,East,Bruno,84.62226247,11.9,1,0,0,0
Tuesday,13-May-14,37.73490901,Melissa,West,Mario,67.94391277,35.9,3,0,0,0
Tuesday,13-May-14,44.65261474,Melissa,Centre,Bruno,52.85000381,51.9,4,1,1,0
Tuesday,13-May-14,22.21660395,Melissa,Centre,Mario,74.84403814,14,1,0,0,0
Tuesday,13-May-14,28.32236839,Melissa,West,Mario,72.07717013,31.4,2,0,0,1
Tuesday,13-May-14,31.44692599,Melissa,West,Mario,66.05902847,26.5,2,0,0,0
Tuesday,13-May-14,35.97100989,Melissa,East,Bruno,67.48485675,47.6,2,0,0,0
Tuesday,13-May-14,33.79258613,Melissa,West,Mario,47.61107818,36.7,3,0,0,0
Tuesday,13-May-14,28.34762578,Melissa,Centre,Mario,59.8162304,44.7,2,0,0,1
Tuesday,13-May-14,35.14901503,Melissa,Centre,Mario,63.11194822,46.3,9,0,0,1
Tuesday,13-May-14,27.6498287,Melissa,Centre,Mario,59.74937527,54.7,3,0,0,1
Tuesday,13-May-14,39.28251747,Melissa,West,Mario,68.05563972,46.8,3,0,0,0
Wednesday,14-May-14,38.68372897,Laura,West,Mario,56.24422757,57.8,3,0,0,0
Wednesday,14-May-14,32.61260906,Melissa,Centre,Mario,62.06948897,34.2,2,0,0,0
Wednesday,14-May-14,44.21270959,Melissa,Centre,Mario,49.89352493,61.7,4,1,0,0
Wednesday,14-May-14,17.27956607,Laura,East,Salvatore,78.92593489,11.6,1,0,0,1
Wednesday,14-May-14,36.90725027,Melissa,East,Mario,59.11686873,51.6,4,0,0,0
Wednesday,14-May-14,42.36203864,Melissa,Centre,Salvatore,63.96910165,46,5,1,1,1
Wednesday,14-May-14,36.58306152,Melissa,East,Mario,53.37657666,62.3,4,0,0,1
Wednesday,14-May-14,27.04983579,Laura,Centre,Mario,50.72950875,42.8,2,0,0,1
Wednesday,14-May-14,34.48389207,Laura,East,Mario,66.27557572,59.1,2,0,0,0
Wednesday,14-May-14,26.65779407,Melissa,East,Salvatore,67.15369602,27.7,2,0,0,0
Wednesday,14-May-14,27.83361811,Laura,Centre,Mario,64.76379015,49.9,5,0,0,0
Wednesday,14-May-14,16.59311501,Laura,West,Mario,80.24813136,12.7,1,0,0,0
Wednesday,14-May-14,28.18121914,Laura,Centre,Mario,50.18193835,32.7,6,0,0,0
Wednesday,14-May-14,34.05618786,Laura,Centre,Salvatore,68.38438878,57.5,2,0,0,0
Wednesday,14-May-14,38.15852228,Melissa,West,Salvatore,51.02724125,66,4,0,0,1
Wednesday,14-May-14,36.8095344,Melissa,West,Mario,56.97304705,39.5,3,0,0,0
Wednesday,14-May-14,22.88312219,Laura,East,Salvatore,73.31379856,22.3,2,0,0,0
Wednesday,14-May-14,30.14030799,Melissa,Centre,Mario,64.56520279,60.8,5,0,0,0
Wednesday,14-May-14,32.8275421,Melissa,West,Mario,46.14305706,54.9,4,0,0,0
Wednesday,14-May-14,33.50363451,Melissa,East,Salvatore,61.22900705,31.3,4,0,0,0
Wednesday,14-May-14,34.76047064,Laura,West,Mario,63.8674735,53.8,2,0,0,0
Wednesday,14-May-14,34.37776172,Melissa,East,Mario,59.43779424,36.9,2,0,0,0
Wednesday,14-May-14,38.58130503,Melissa,Centre,Salvatore,53.59643758,41.7,3,0,0,0
Wednesday,14-May-14,37.84984166,Melissa,West,Mario,62.83475171,56.4,4,0,0,1
Wednesday,14-May-14,46.79932466,Laura,West,Salvatore,63.32162493,41.9,2,1,1,0
Wednesday,14-May-14,41.77107882,Melissa,East,Mario,67.60212696,33,3,1,1,0
Wednesday,14-May-14,28.94617982,Laura,West,Mario,68.05353126,21,1,0,0,0
Wednesday,14-May-14,37.44286659,Melissa,West,Salvatore,43.25446617,48.4,11,0,0,0
Wednesday,14-May-14,39.72107925,Laura,East,Mario,63.82540822,31.1,1,0,0,0
Wednesday,14-May-14,36.09586534,Laura,Centre,Mario,61.39450562,38.8,3,0,0,0
Wednesday,14-May-14,27.94963057,Laura,West,Mario,66.29078883,39.3,5,0,0,1
Wednesday,14-May-14,40.44330878,Laura,Centre,Salvatore,61.93541545,44.5,6,1,1,0
Thursday,15-May-14,19.73821649,Laura,East,Bruno,77.59543476,12.8,1,0,0,0
Thursday,15-May-14,32.84259963,Laura,Centre,Mario,64.30682937,48.7,3,0,0,0
Thursday,15-May-14,32.64064824,Laura,West,Bruno,61.08388292,32.3,1,0,0,0
Thursday,15-May-14,46.24096432,Laura,Centre,Mario,59.23818434,52.5,7,1,1,0
Thursday,15-May-14,26.94485269,Melissa,Centre,Mario,66.72652354,42.2,3,0,0,0
Thursday,15-May-14,36.37972212,Melissa,West,Salvatore,67.32509541,34.4,2,0,0,0
Thursday,15-May-14,39.73453523,Laura,West,Salvatore,61.42929337,49.2,5,0,0,0
Thursday,15-May-14,38.948032,Laura,West,Bruno,57.27984286,56.5,2,0,0,0
Thursday,15-May-14,29.70516543,Laura,East,Bruno,61.87009832,44.5,2,0,0,0
Thursday,15-May-14,38.50738045,Laura,Centre,Mario,70.61465095,23.6,2,0,0,0
Thursday,15-May-14,27.26014021,Melissa,Centre,Bruno,73.5348812,29.2,2,0,0,1
Thursday,15-May-14,42.78521824,Laura,West,Salvatore,52.12937374,52.5,4,1,1,0
Thursday,15-May-14,34.80403743,Melissa,East,Mario,63.78835936,24.9,2,0,0,0
Thursday,15-May-14,38.86745359,Laura,Centre,Salvatore,56.74996914,51.4,2,0,0,1
Thursday,15-May-14,36.66636794,Melissa,Centre,Salvatore,61.83459439,40.8,6,0,0,0
Thursday,15-May-14,38.15232235,Melissa,Centre,Bruno,60.04866286,46.9,2,0,0,0
Thursday,15-May-14,35.72327875,Laura,Centre,Mario,62.09031985,59.9,2,0,0,1
Thursday,15-May-14,51.17208951,Melissa,Centre,Mario,68.98507886,40.7,2,1,1,0
Thursday,15-May-14,31.95945999,Melissa,East,Salvatore,58.27455622,38.8,4,0,0,0
Thursday,15-May-14,31.89661501,Melissa,Centre,Bruno,64.05026459,39.7,2,0,0,1
Thursday,15-May-14,22.99509056,Laura,West,Mario,65.91898319,60.5,1,0,0,1
Thursday,15-May-14,24.80434823,Laura,East,Bruno,70.73439493,35.7,2,0,0,1
Thursday,15-May-14,20.27700631,Melissa,West,Bruno,72.30022945,20.7,3,0,0,0
Thursday,15-May-14,21.42574195,Laura,East,Mario,78.25953177,18,1,0,0,0
Thursday,15-May-14,28.40533669,Laura,Centre,Mario,65.80946813,44.1,4,0,0,0
Thursday,15-May-14,35.83609723,Melissa,West,Salvatore,60.15268985,30.5,2,0,0,1
Thursday,15-May-14,32.28491096,Laura,East,Bruno,55.53812898,34.3,3,0,0,0
Thursday,15-May-14,38.74300597,Laura,East,Mario,65.48270627,34.4,2,0,0,1
Thursday,15-May-14,32.86014052,Laura,Centre,Mario,60.00833046,37.5,2,0,0,1
Thursday,15-May-14,33.23912483,Laura,West,Salvatore,62.11780853,37.6,4,0,0,0
