# ---------------------------------- WARNING ----------------------------------------
# The data you have obtained from this automated U.S. Geological Survey database
# have not received Director's approval and as such are provisional and subject to
# revision.  The data are released on the condition that neither the USGS nor the
# United States Government may be held liable for any damages resulting from its use.
# Additional info: http://help.waterdata.usgs.gov/policies/provisional-data-statement
#
# File-format description:  http://help.waterdata.usgs.gov/faq/about-tab-delimited-output
# Automated-retrieval info: http://help.waterdata.usgs.gov/faq/automated-retrievals
#
# Contact:   gs-w_support_nwisweb@usgs.gov
# retrieved: 2016-10-06 16:01:15 EDT       (caww02)
#
# Data for the following 1 site(s) are contained in this file
#    USGS 06730200 BOULDER CREEK AT NORTH 75TH ST. NEAR BOULDER, CO
# -----------------------------------------------------------------------------------
#
# Data provided for site 06730200
#            TS   parameter     statistic     Description
#         17663       00060     00003     Discharge, cubic feet per second (Mean)
#
# Data-value qualification codes included in this output:#     A  Approved for publication -- Processing and review completed.  
#     e  Value has been estimated.  
# 
agency_cd	site_no	datetime	17663_00060_00003	17663_00060_00003_cd
USGS	06730200	1992-06-12	113	A
USGS	06730200	1992-06-13	106	A
USGS	06730200	1992-06-14	111	A
USGS	06730200	1992-06-15	114	A
USGS	06730200	1992-06-16	104	A
USGS	06730200	1992-06-17	109	A
USGS	06730200	1992-06-18	96	A
USGS	06730200	1992-06-19	97	A
USGS	06730200	1992-06-20	91	A
USGS	06730200	1992-06-21	112	A
USGS	06730200	1992-06-22	127	A
USGS	06730200	1992-06-23	132	A
USGS	06730200	1992-06-24	139	A
USGS	06730200	1992-06-25	183	A
USGS	06730200	1992-06-26	258	A
USGS	06730200	1992-06-27	242	A
USGS	06730200	1992-06-28	228	A
USGS	06730200	1992-06-29	228	A
USGS	06730200	1992-06-30	209	A
USGS	06730200	1992-07-01	180	A
USGS	06730200	1992-07-02	188	A
USGS	06730200	1992-07-03	198	A
USGS	06730200	1992-07-04	243	A
USGS	06730200	1992-07-05	232	A
USGS	06730200	1992-07-06	214	A
USGS	06730200	1992-07-07	188	A
USGS	06730200	1992-07-08	177	A
USGS	06730200	1992-07-09	280	A
USGS	06730200	1992-07-10	280	A
USGS	06730200	1992-07-11	269	A
USGS	06730200	1992-07-12	257	A
USGS	06730200	1992-07-13	268	A
USGS	06730200	1992-07-14	260	A
USGS	06730200	1992-07-15	220	A
USGS	06730200	1992-07-16	213	A
USGS	06730200	1992-07-17	198	A
USGS	06730200	1992-07-18	180	A
USGS	06730200	1992-07-19	174	A
USGS	06730200	1992-07-20	187	A
USGS	06730200	1992-07-21	159	A
USGS	06730200	1992-07-22	136	A
USGS	06730200	1992-07-23	123	A
USGS	06730200	1992-07-24	116	A
USGS	06730200	1992-07-25	132	A
USGS	06730200	1992-07-26	168	A
USGS	06730200	1992-07-27	162	A
USGS	06730200	1992-07-28	144	A
USGS	06730200	1992-07-29	134	A
USGS	06730200	1992-07-30	139	A
USGS	06730200	1992-07-31	144	A
USGS	06730200	1992-08-01	167	A
USGS	06730200	1992-08-02	188	A
USGS	06730200	1992-08-03	192	A
USGS	06730200	1992-08-04	196	A
USGS	06730200	1992-08-05	191	A
USGS	06730200	1992-08-06	185	A
USGS	06730200	1992-08-07	175	A
USGS	06730200	1992-08-08	160	A
USGS	06730200	1992-08-09	158	A
USGS	06730200	1992-08-10	163	A
USGS	06730200	1992-08-11	168	A
USGS	06730200	1992-08-12	175	A
USGS	06730200	1992-08-13	178	A
USGS	06730200	1992-08-14	176	A
USGS	06730200	1992-08-15	169	A
USGS	06730200	1992-08-16	158	A
USGS	06730200	1992-08-17	152	A
USGS	06730200	1992-08-18	132	A
USGS	06730200	1992-08-19	121	A
USGS	06730200	1992-08-20	103	A
USGS	06730200	1992-08-21	101	A
USGS	06730200	1992-08-22	106	A
USGS	06730200	1992-08-23	110	A
USGS	06730200	1992-08-24	255	A
USGS	06730200	1992-08-25	136	A
USGS	06730200	1992-08-26	88	A
USGS	06730200	1992-08-27	60	A
USGS	06730200	1992-08-28	52	A
USGS	06730200	1992-08-29	48	A
USGS	06730200	1992-08-30	45	A
USGS	06730200	1992-08-31	48	A
USGS	06730200	1992-09-01	48	A
USGS	06730200	1992-09-02	49	A
USGS	06730200	1992-09-03	50	A
USGS	06730200	1992-09-04	51	A
USGS	06730200	1992-09-05	57	A
USGS	06730200	1992-09-06	57	A
USGS	06730200	1992-09-07	53	A
USGS	06730200	1992-09-08	54	A
USGS	06730200	1992-09-09	53	A
USGS	06730200	1992-09-10	51	A
USGS	06730200	1992-09-11	53	A
USGS	06730200	1992-09-12	57	A
USGS	06730200	1992-09-13	58	A
USGS	06730200	1992-09-14	59	A
USGS	06730200	1992-09-15	55	A
USGS	06730200	1992-09-16	54	A
USGS	06730200	1992-09-17	53	A
USGS	06730200	1992-09-18	53	A
USGS	06730200	1992-09-19	53	A
USGS	06730200	1992-09-20	50	A
USGS	06730200	1992-09-21	49	A
USGS	06730200	1992-09-22	50	A
USGS	06730200	1992-09-23	47	A
USGS	06730200	1992-09-24	44	A
USGS	06730200	1992-09-25	48	A
USGS	06730200	1992-09-26	47	A
USGS	06730200	1992-09-27	44	A
USGS	06730200	1992-09-28	45	A
USGS	06730200	1992-09-29	42	A
USGS	06730200	1992-09-30	39	A
USGS	06730200	1992-10-01	39	A
USGS	06730200	1992-10-02	37	A
USGS	06730200	1992-10-03	37	A
USGS	06730200	1992-10-04	38	A
USGS	06730200	1992-10-05	41	A
USGS	06730200	1992-10-06	45	A
USGS	06730200	1992-10-07	50	A
USGS	06730200	1992-10-08	70	A
USGS	06730200	1992-10-09	81	A
USGS	06730200	1992-10-10	72	A
USGS	06730200	1992-10-11	61	A
USGS	06730200	1992-10-12	48	A
USGS	06730200	1992-10-13	38	A
USGS	06730200	1992-10-14	39	A
USGS	06730200	1992-10-15	33	A
USGS	06730200	1992-10-16	35	A
USGS	06730200	1992-10-17	34	A
USGS	06730200	1992-10-18	34	A
USGS	06730200	1992-10-19	35	A
USGS	06730200	1992-10-20	35	A
USGS	06730200	1992-10-21	33	A
USGS	06730200	1992-10-22	34	A
USGS	06730200	1992-10-23	34	A
USGS	06730200	1992-10-24	34	A
USGS	06730200	1992-10-25	35	A
USGS	06730200	1992-10-26	38	A
USGS	06730200	1992-10-27	34	A
USGS	06730200	1992-10-28	31	A
USGS	06730200	1992-10-29	31	A
USGS	06730200	1992-10-30	32	A
USGS	06730200	1992-10-31	37	A
USGS	06730200	1992-11-01	41	A
USGS	06730200	1992-11-02	41	A
USGS	06730200	1992-11-03	46	A
USGS	06730200	1992-11-04	36	A
USGS	06730200	1992-11-05	38	A
USGS	06730200	1992-11-06	36	A
USGS	06730200	1992-11-07	33	A
USGS	06730200	1992-11-08	32	A
USGS	06730200	1992-11-09	32	A
USGS	06730200	1992-11-10	32	A
USGS	06730200	1992-11-11	32	A
USGS	06730200	1992-11-12	32	A
USGS	06730200	1992-11-13	30	A
USGS	06730200	1992-11-14	30	A
USGS	06730200	1992-11-15	29	A
USGS	06730200	1992-11-16	29	A
USGS	06730200	1992-11-17	29	A
USGS	06730200	1992-11-18	29	A
USGS	06730200	1992-11-19	29	A
USGS	06730200	1992-11-20	29	A
USGS	06730200	1992-11-21	39	A
USGS	06730200	1992-11-22	48	A
USGS	06730200	1992-11-23	43	A
USGS	06730200	1992-11-24	45	A
USGS	06730200	1992-11-25	49	A
USGS	06730200	1992-11-26	49	A
USGS	06730200	1992-11-27	47	A
USGS	06730200	1992-11-28	47	A
USGS	06730200	1992-11-29	47	A
USGS	06730200	1992-11-30	52	A
USGS	06730200	1992-12-01	50	A
USGS	06730200	1992-12-02	46	A
USGS	06730200	1992-12-03	47	A
USGS	06730200	1992-12-04	49	A
USGS	06730200	1992-12-05	47	A
USGS	06730200	1992-12-06	44	A
USGS	06730200	1992-12-07	45	A
USGS	06730200	1992-12-08	45	A
USGS	06730200	1992-12-09	51	A
USGS	06730200	1992-12-10	52	A
USGS	06730200	1992-12-11	52	A
USGS	06730200	1992-12-12	51	A
USGS	06730200	1992-12-13	50	A
USGS	06730200	1992-12-14	45	A
USGS	06730200	1992-12-15	60	A
USGS	06730200	1992-12-16	53	A
USGS	06730200	1992-12-17	49	A
USGS	06730200	1992-12-18	53	A
USGS	06730200	1992-12-19	44	A
USGS	06730200	1992-12-20	53	A
USGS	06730200	1992-12-21	49	A
USGS	06730200	1992-12-22	45	A
USGS	06730200	1992-12-23	47	A
USGS	06730200	1992-12-24	48	A
USGS	06730200	1992-12-25	43	A
USGS	06730200	1992-12-26	44	A
USGS	06730200	1992-12-27	46	A
USGS	06730200	1992-12-28	51	A
USGS	06730200	1992-12-29	48	A
USGS	06730200	1992-12-30	49	A
USGS	06730200	1992-12-31	48	A
USGS	06730200	1993-01-01	46	A
USGS	06730200	1993-01-02	47	A
USGS	06730200	1993-01-03	47	A
USGS	06730200	1993-01-04	47	A
USGS	06730200	1993-01-05	46	A
USGS	06730200	1993-01-06	41	A
USGS	06730200	1993-01-07	40	A
USGS	06730200	1993-01-08	48	A
USGS	06730200	1993-01-09	41	A
USGS	06730200	1993-01-10	41	A
USGS	06730200	1993-01-11	39	A
USGS	06730200	1993-01-12	39	A
USGS	06730200	1993-01-13	43	A
USGS	06730200	1993-01-14	43	A
USGS	06730200	1993-01-15	44	A
USGS	06730200	1993-01-16	46	A
USGS	06730200	1993-01-17	43	A
USGS	06730200	1993-01-18	49	A
USGS	06730200	1993-01-19	42	A
USGS	06730200	1993-01-20	50	A
USGS	06730200	1993-01-21	58	A
USGS	06730200	1993-01-22	60	A
USGS	06730200	1993-01-23	53	A
USGS	06730200	1993-01-24	44	A
USGS	06730200	1993-01-25	44	A
USGS	06730200	1993-01-26	51	A
USGS	06730200	1993-01-27	50	A
USGS	06730200	1993-01-28	48	A
USGS	06730200	1993-01-29	47	A
USGS	06730200	1993-01-30	47	A
USGS	06730200	1993-01-31	46	A
USGS	06730200	1993-02-01	48	A
USGS	06730200	1993-02-02	47	A
USGS	06730200	1993-02-03	45	A
USGS	06730200	1993-02-04	46	A
USGS	06730200	1993-02-05	51	A
USGS	06730200	1993-02-06	49	A
USGS	06730200	1993-02-07	50	A
USGS	06730200	1993-02-08	49	A
USGS	06730200	1993-02-09	50	A
USGS	06730200	1993-02-10	58	A
USGS	06730200	1993-02-11	54	A
USGS	06730200	1993-02-12	56	A
USGS	06730200	1993-02-13	53	A
USGS	06730200	1993-02-14	56	A
USGS	06730200	1993-02-15	54	A
USGS	06730200	1993-02-16	51	A
USGS	06730200	1993-02-17	46	A
USGS	06730200	1993-02-18	61	A
USGS	06730200	1993-02-19	60	A
USGS	06730200	1993-02-20	55	A
USGS	06730200	1993-02-21	46	A
USGS	06730200	1993-02-22	52	A
USGS	06730200	1993-02-23	46	A
USGS	06730200	1993-02-24	45	A
USGS	06730200	1993-02-25	44	A
USGS	06730200	1993-02-26	44	A
USGS	06730200	1993-02-27	44	A
USGS	06730200	1993-02-28	47	A
USGS	06730200	1993-03-01	47	A
USGS	06730200	1993-03-02	45	A
USGS	06730200	1993-03-03	37	A
USGS	06730200	1993-03-04	40	A
USGS	06730200	1993-03-05	39	A
USGS	06730200	1993-03-06	39	A
USGS	06730200	1993-03-07	36	A
USGS	06730200	1993-03-08	40	A
USGS	06730200	1993-03-09	51	A
USGS	06730200	1993-03-10	44	A
USGS	06730200	1993-03-11	47	A
USGS	06730200	1993-03-12	50	A
USGS	06730200	1993-03-13	44	A
USGS	06730200	1993-03-14	57	A
USGS	06730200	1993-03-15	46	A
USGS	06730200	1993-03-16	53	A
USGS	06730200	1993-03-17	46	A
USGS	06730200	1993-03-18	45	A
USGS	06730200	1993-03-19	39	A
USGS	06730200	1993-03-20	44	A
USGS	06730200	1993-03-21	46	A
USGS	06730200	1993-03-22	39	A
USGS	06730200	1993-03-23	38	A
USGS	06730200	1993-03-24	39	A
USGS	06730200	1993-03-25	40	A
USGS	06730200	1993-03-26	38	A
USGS	06730200	1993-03-27	41	A
USGS	06730200	1993-03-28	41	A
USGS	06730200	1993-03-29	53	A
USGS	06730200	1993-03-30	78	A
USGS	06730200	1993-03-31	57	A
USGS	06730200	1993-04-01	53	A
USGS	06730200	1993-04-02	55	A
USGS	06730200	1993-04-03	67	A
USGS	06730200	1993-04-04	70	A
USGS	06730200	1993-04-05	63	A
USGS	06730200	1993-04-06	63	A
USGS	06730200	1993-04-07	73	A
USGS	06730200	1993-04-08	56	A
USGS	06730200	1993-04-09	59	A
USGS	06730200	1993-04-10	53	A
USGS	06730200	1993-04-11	56	A
USGS	06730200	1993-04-12	70	A
USGS	06730200	1993-04-13	111	A
USGS	06730200	1993-04-14	62	A
USGS	06730200	1993-04-15	51	A
USGS	06730200	1993-04-16	53	A
USGS	06730200	1993-04-17	54	A
USGS	06730200	1993-04-18	48	A
USGS	06730200	1993-04-19	68	A
USGS	06730200	1993-04-20	52	A
USGS	06730200	1993-04-21	53	A
USGS	06730200	1993-04-22	54	A
USGS	06730200	1993-04-23	65	A
USGS	06730200	1993-04-24	69	A
USGS	06730200	1993-04-25	69	A
USGS	06730200	1993-04-26	60	A
USGS	06730200	1993-04-27	81	A
USGS	06730200	1993-04-28	83	A
USGS	06730200	1993-04-29	64	A
USGS	06730200	1993-04-30	57	A
USGS	06730200	1993-05-01	56	A
USGS	06730200	1993-05-02	51	A
USGS	06730200	1993-05-03	46	A
USGS	06730200	1993-05-04	47	A
USGS	06730200	1993-05-05	54	A
USGS	06730200	1993-05-06	56	A
USGS	06730200	1993-05-07	52	A
USGS	06730200	1993-05-08	71	A
USGS	06730200	1993-05-09	81	A
USGS	06730200	1993-05-10	79	A
USGS	06730200	1993-05-11	64	A
USGS	06730200	1993-05-12	56	A
USGS	06730200	1993-05-13	55	A
USGS	06730200	1993-05-14	75	A
USGS	06730200	1993-05-15	116	A
USGS	06730200	1993-05-16	122	A
USGS	06730200	1993-05-17	205	A
USGS	06730200	1993-05-18	286	A
USGS	06730200	1993-05-19	244	A
USGS	06730200	1993-05-20	217	A
USGS	06730200	1993-05-21	214	A
USGS	06730200	1993-05-22	225	A
USGS	06730200	1993-05-23	231	A
USGS	06730200	1993-05-24	233	A
USGS	06730200	1993-05-25	230	A
USGS	06730200	1993-05-26	184	A
USGS	06730200	1993-05-27	220	A
USGS	06730200	1993-05-28	140	A
USGS	06730200	1993-05-29	116	A
USGS	06730200	1993-05-30	93	A
USGS	06730200	1993-05-31	94	A
USGS	06730200	1993-06-01	94	A
USGS	06730200	1993-06-02	98	A
USGS	06730200	1993-06-03	150	A
USGS	06730200	1993-06-04	134	A
USGS	06730200	1993-06-05	117	A
USGS	06730200	1993-06-06	114	A
USGS	06730200	1993-06-07	148	A
USGS	06730200	1993-06-08	103	A
USGS	06730200	1993-06-09	82	A
USGS	06730200	1993-06-10	84	A
USGS	06730200	1993-06-11	81	A
USGS	06730200	1993-06-12	73	A
USGS	06730200	1993-06-13	86	A
USGS	06730200	1993-06-14	93	A
USGS	06730200	1993-06-15	96	A
USGS	06730200	1993-06-16	101	A
USGS	06730200	1993-06-17	255	A
USGS	06730200	1993-06-18	806	A
USGS	06730200	1993-06-19	401	A
USGS	06730200	1993-06-20	326	A
USGS	06730200	1993-06-21	263	A
USGS	06730200	1993-06-22	200	A
USGS	06730200	1993-06-23	156	A
USGS	06730200	1993-06-24	132	A
USGS	06730200	1993-06-25	120	A
USGS	06730200	1993-06-26	137	A
USGS	06730200	1993-06-27	173	A
USGS	06730200	1993-06-28	165	A
USGS	06730200	1993-06-29	168	A
USGS	06730200	1993-06-30	221	A
USGS	06730200	1993-07-01	255	A
USGS	06730200	1993-07-02	227	A
USGS	06730200	1993-07-03	230	A
USGS	06730200	1993-07-04	280	A
USGS	06730200	1993-07-05	226	A
USGS	06730200	1993-07-06	214	A
USGS	06730200	1993-07-07	207	A
USGS	06730200	1993-07-08	252	A
USGS	06730200	1993-07-09	360	A
USGS	06730200	1993-07-10	374	A
USGS	06730200	1993-07-11	431	A
USGS	06730200	1993-07-12	481	A
USGS	06730200	1993-07-13	515	A
USGS	06730200	1993-07-14	462	A
USGS	06730200	1993-07-15	405	A
USGS	06730200	1993-07-16	309	A
USGS	06730200	1993-07-17	231	A
USGS	06730200	1993-07-18	184	A
USGS	06730200	1993-07-19	181	A
USGS	06730200	1993-07-20	166	A
USGS	06730200	1993-07-21	162	A
USGS	06730200	1993-07-22	147	A
USGS	06730200	1993-07-23	138	A
USGS	06730200	1993-07-24	114	A
USGS	06730200	1993-07-25	105	A
USGS	06730200	1993-07-26	101	A
USGS	06730200	1993-07-27	108	A
USGS	06730200	1993-07-28	143	A
USGS	06730200	1993-07-29	192	A
USGS	06730200	1993-07-30	220	A
USGS	06730200	1993-07-31	256	A
USGS	06730200	1993-08-01	257	A
USGS	06730200	1993-08-02	252	A
USGS	06730200	1993-08-03	226	A
USGS	06730200	1993-08-04	233	A
USGS	06730200	1993-08-05	226	A
USGS	06730200	1993-08-06	236	A
USGS	06730200	1993-08-07	220	A
USGS	06730200	1993-08-08	174	A
USGS	06730200	1993-08-09	156	A
USGS	06730200	1993-08-10	148	A
USGS	06730200	1993-08-11	161	A
USGS	06730200	1993-08-12	154	A
USGS	06730200	1993-08-13	159	A
USGS	06730200	1993-08-14	148	A
USGS	06730200	1993-08-15	114	A
USGS	06730200	1993-08-16	113	A
USGS	06730200	1993-08-17	111	A
USGS	06730200	1993-08-18	117	A
USGS	06730200	1993-08-19	115	A
USGS	06730200	1993-08-20	115	A
USGS	06730200	1993-08-21	119	A
USGS	06730200	1993-08-22	124	A
USGS	06730200	1993-08-23	140	A
USGS	06730200	1993-08-24	147	A
USGS	06730200	1993-08-25	164	A
USGS	06730200	1993-08-26	187	A
USGS	06730200	1993-08-27	191	A
USGS	06730200	1993-08-28	190	A
USGS	06730200	1993-08-29	190	A
USGS	06730200	1993-08-30	202	A
USGS	06730200	1993-08-31	178	A
USGS	06730200	1993-09-01	171	A
USGS	06730200	1993-09-02	117	A
USGS	06730200	1993-09-03	114	A
USGS	06730200	1993-09-04	111	A
USGS	06730200	1993-09-05	121	A
USGS	06730200	1993-09-06	147	A
USGS	06730200	1993-09-07	151	A
USGS	06730200	1993-09-08	121	A
USGS	06730200	1993-09-09	113	A
USGS	06730200	1993-09-10	81	A
USGS	06730200	1993-09-11	81	A
USGS	06730200	1993-09-12	88	A
USGS	06730200	1993-09-13	144	A
USGS	06730200	1993-09-14	114	A
USGS	06730200	1993-09-15	73	A
USGS	06730200	1993-09-16	70	A
USGS	06730200	1993-09-17	102	A
USGS	06730200	1993-09-18	204	A
USGS	06730200	1993-09-19	85	A
USGS	06730200	1993-09-20	84	A
USGS	06730200	1993-09-21	61	A
USGS	06730200	1993-09-22	47	A
USGS	06730200	1993-09-23	44	A
USGS	06730200	1993-09-24	41	A
USGS	06730200	1993-09-25	41	A
USGS	06730200	1993-09-26	38	A
USGS	06730200	1993-09-27	37	A
USGS	06730200	1993-09-28	39	A
USGS	06730200	1993-09-29	37	A
USGS	06730200	1993-09-30	36	A
USGS	06730200	1993-10-01	49	A
USGS	06730200	1993-10-02	48	A
USGS	06730200	1993-10-03	47	A
USGS	06730200	1993-10-04	47	A
USGS	06730200	1993-10-05	47	A
USGS	06730200	1993-10-06	47	A
USGS	06730200	1993-10-07	46	A
USGS	06730200	1993-10-08	47	A
USGS	06730200	1993-10-09	46	A
USGS	06730200	1993-10-10	45	A
USGS	06730200	1993-10-11	46	A
USGS	06730200	1993-10-12	44	A
USGS	06730200	1993-10-13	45	A
USGS	06730200	1993-10-14	44	A
USGS	06730200	1993-10-15	43	A
USGS	06730200	1993-10-16	43	A
USGS	06730200	1993-10-17	44	A
USGS	06730200	1993-10-18	47	A
USGS	06730200	1993-10-19	45	A
USGS	06730200	1993-10-20	45	A
USGS	06730200	1993-10-21	46	A
USGS	06730200	1993-10-22	46	A
USGS	06730200	1993-10-23	46	A
USGS	06730200	1993-10-24	47	A
USGS	06730200	1993-10-25	39	A
USGS	06730200	1993-10-26	32	A
USGS	06730200	1993-10-27	34	A
USGS	06730200	1993-10-28	34	A
USGS	06730200	1993-10-29	44	A
USGS	06730200	1993-10-30	38	A
USGS	06730200	1993-10-31	39	A
USGS	06730200	1993-11-01	56	A
USGS	06730200	1993-11-02	44	A
USGS	06730200	1993-11-03	34	A
USGS	06730200	1993-11-04	38	A
USGS	06730200	1993-11-05	40	A
USGS	06730200	1993-11-06	37	A
USGS	06730200	1993-11-07	39	A
USGS	06730200	1993-11-08	43	A
USGS	06730200	1993-11-09	46	A
USGS	06730200	1993-11-10	47	A
USGS	06730200	1993-11-11	50	A
USGS	06730200	1993-11-12	60	A
USGS	06730200	1993-11-13	55	A
USGS	06730200	1993-11-14	66	A
USGS	06730200	1993-11-15	61	A
USGS	06730200	1993-11-16	65	A
USGS	06730200	1993-11-17	59	A
USGS	06730200	1993-11-18	59	A
USGS	06730200	1993-11-19	58	A
USGS	06730200	1993-11-20	56	A
USGS	06730200	1993-11-21	58	A
USGS	06730200	1993-11-22	58	A
USGS	06730200	1993-11-23	56	A
USGS	06730200	1993-11-24	50	A
USGS	06730200	1993-11-25	54	A
USGS	06730200	1993-11-26	52	A
USGS	06730200	1993-11-27	55	A
USGS	06730200	1993-11-28	59	A
USGS	06730200	1993-11-29	57	A
USGS	06730200	1993-11-30	52	A
USGS	06730200	1993-12-01	49	A
USGS	06730200	1993-12-02	50	A
USGS	06730200	1993-12-03	49	A
USGS	06730200	1993-12-04	50	A
USGS	06730200	1993-12-05	48	A
USGS	06730200	1993-12-06	48	A
USGS	06730200	1993-12-07	48	A
USGS	06730200	1993-12-08	47	A
USGS	06730200	1993-12-09	50	A
USGS	06730200	1993-12-10	46	A
USGS	06730200	1993-12-11	47	A
USGS	06730200	1993-12-12	44	A
USGS	06730200	1993-12-13	60	A
USGS	06730200	1993-12-14	46	A
USGS	06730200	1993-12-15	46	A
USGS	06730200	1993-12-16	47	A
USGS	06730200	1993-12-17	50	A
USGS	06730200	1993-12-18	46	A
USGS	06730200	1993-12-19	45	A
USGS	06730200	1993-12-20	45	A
USGS	06730200	1993-12-21	44	A
USGS	06730200	1993-12-22	46	A
USGS	06730200	1993-12-23	45	A
USGS	06730200	1993-12-24	48	A
USGS	06730200	1993-12-25	51	A
USGS	06730200	1993-12-26	51	A
USGS	06730200	1993-12-27	55	A
USGS	06730200	1993-12-28	54	A
USGS	06730200	1993-12-29	53	A
USGS	06730200	1993-12-30	52	A
USGS	06730200	1993-12-31	51	A
USGS	06730200	1994-01-01	51	A
USGS	06730200	1994-01-02	55	A
USGS	06730200	1994-01-03	50	A
USGS	06730200	1994-01-04	53	A
USGS	06730200	1994-01-05	45	A
USGS	06730200	1994-01-06	45	A
USGS	06730200	1994-01-07	42	A
USGS	06730200	1994-01-08	43	A
USGS	06730200	1994-01-09	43	A
USGS	06730200	1994-01-10	45	A
USGS	06730200	1994-01-11	42	A
USGS	06730200	1994-01-12	41	A
USGS	06730200	1994-01-13	45	A
USGS	06730200	1994-01-14	45	A
USGS	06730200	1994-01-15	43	A
USGS	06730200	1994-01-16	48	A
USGS	06730200	1994-01-17	45	A
USGS	06730200	1994-01-18	45	A
USGS	06730200	1994-01-19	46	A
USGS	06730200	1994-01-20	46	A
USGS	06730200	1994-01-21	40	A
USGS	06730200	1994-01-22	46	A
USGS	06730200	1994-01-23	44	A
USGS	06730200	1994-01-24	45	A
USGS	06730200	1994-01-25	46	A
USGS	06730200	1994-01-26	41	A
USGS	06730200	1994-01-27	46	A
USGS	06730200	1994-01-28	44	A
USGS	06730200	1994-01-29	46	A
USGS	06730200	1994-01-30	40	A
USGS	06730200	1994-01-31	42	A
USGS	06730200	1994-02-01	40	A
USGS	06730200	1994-02-02	43	A
USGS	06730200	1994-02-03	42	A
USGS	06730200	1994-02-04	45	A
USGS	06730200	1994-02-05	52	A
USGS	06730200	1994-02-06	51	A
USGS	06730200	1994-02-07	52	A
USGS	06730200	1994-02-08	48	A
USGS	06730200	1994-02-09	46	A
USGS	06730200	1994-02-10	52	A
USGS	06730200	1994-02-11	51	A
USGS	06730200	1994-02-12	52	A
USGS	06730200	1994-02-13	55	A
USGS	06730200	1994-02-14	52	A
USGS	06730200	1994-02-15	66	A
USGS	06730200	1994-02-16	58	A
USGS	06730200	1994-02-17	46	A
USGS	06730200	1994-02-18	57	A
USGS	06730200	1994-02-19	53	A
USGS	06730200	1994-02-20	54	A
USGS	06730200	1994-02-21	51	A
USGS	06730200	1994-02-22	50	A
USGS	06730200	1994-02-23	55	A
USGS	06730200	1994-02-24	60	A
USGS	06730200	1994-02-25	50	A
USGS	06730200	1994-02-26	56	A
USGS	06730200	1994-02-27	50	A
USGS	06730200	1994-02-28	56	A
USGS	06730200	1994-03-01	67	A
USGS	06730200	1994-03-02	55	A
USGS	06730200	1994-03-03	60	A
USGS	06730200	1994-03-04	56	A
USGS	06730200	1994-03-05	56	A
USGS	06730200	1994-03-06	62	A
USGS	06730200	1994-03-07	60	A
USGS	06730200	1994-03-08	54	A
USGS	06730200	1994-03-09	65	A
USGS	06730200	1994-03-10	62	A
USGS	06730200	1994-03-11	59	A
USGS	06730200	1994-03-12	64	A
USGS	06730200	1994-03-13	63	A
USGS	06730200	1994-03-14	65	A
USGS	06730200	1994-03-15	66	A
USGS	06730200	1994-03-16	65	A
USGS	06730200	1994-03-17	70	A
USGS	06730200	1994-03-18	62	A
USGS	06730200	1994-03-19	51	A
USGS	06730200	1994-03-20	58	A
USGS	06730200	1994-03-21	65	A
USGS	06730200	1994-03-22	52	A
USGS	06730200	1994-03-23	51	A
USGS	06730200	1994-03-24	58	A
USGS	06730200	1994-03-25	58	A
USGS	06730200	1994-03-26	51	A
USGS	06730200	1994-03-27	52	A
USGS	06730200	1994-03-28	52	A
USGS	06730200	1994-03-29	65	A
USGS	06730200	1994-03-30	58	A
USGS	06730200	1994-03-31	65	A
USGS	06730200	1994-04-01	68	A
USGS	06730200	1994-04-02	58	A
USGS	06730200	1994-04-03	70	A
USGS	06730200	1994-04-04	66	A
USGS	06730200	1994-04-05	62	A
USGS	06730200	1994-04-06	66	A
USGS	06730200	1994-04-07	55	A
USGS	06730200	1994-04-08	68	A
USGS	06730200	1994-04-09	63	A
USGS	06730200	1994-04-10	92	A
USGS	06730200	1994-04-11	78	A
USGS	06730200	1994-04-12	75	A
USGS	06730200	1994-04-13	95	A
USGS	06730200	1994-04-14	95	A
USGS	06730200	1994-04-15	100	A
USGS	06730200	1994-04-16	96	A
USGS	06730200	1994-04-17	90	A
USGS	06730200	1994-04-18	91	A
USGS	06730200	1994-04-19	88	A
USGS	06730200	1994-04-20	80	A
USGS	06730200	1994-04-21	106	A
USGS	06730200	1994-04-22	110	A
USGS	06730200	1994-04-23	130	A
USGS	06730200	1994-04-24	135	A
USGS	06730200	1994-04-25	153	A
USGS	06730200	1994-04-26	149	A
USGS	06730200	1994-04-27	128	A
USGS	06730200	1994-04-28	118	A
USGS	06730200	1994-04-29	131	A
USGS	06730200	1994-04-30	117	A
USGS	06730200	1994-05-01	121	A
USGS	06730200	1994-05-02	123	A
USGS	06730200	1994-05-03	124	A
USGS	06730200	1994-05-04	124	A
USGS	06730200	1994-05-05	118	A
USGS	06730200	1994-05-06	124	A
USGS	06730200	1994-05-07	130	A
USGS	06730200	1994-05-08	127	A
USGS	06730200	1994-05-09	138	A
USGS	06730200	1994-05-10	184	A
USGS	06730200	1994-05-11	231	A
USGS	06730200	1994-05-12	303	A
USGS	06730200	1994-05-13	311	A
USGS	06730200	1994-05-14	269	A
USGS	06730200	1994-05-15	147	A
USGS	06730200	1994-05-16	146	A
USGS	06730200	1994-05-17	207	A
USGS	06730200	1994-05-18	290	A
USGS	06730200	1994-05-19	268	A
USGS	06730200	1994-05-20	269	A
USGS	06730200	1994-05-21	267	A
